team,zeit,stand_heim,stand_gast,ereignis,trikotnummer,spieler,pdf_file,spielnummer
Gast,01:50,0,1,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Gast,03:44,0,2,Tor,91,"Reuter, Sören",7978756.pdf,107009
Gast,05:41,0,3,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,06:26,1,3,Tor,24,"Köster, Jonathan",7978756.pdf,107009
Gast,07:08,1,4,Tor,10,"Strub, Georg",7978756.pdf,107009
Heim,07:48,2,4,Tor,15,"Dekarz, Bendix",7978756.pdf,107009
Heim,07:54,,,2-Minuten,15,"Dekarz, Bendix",7978756.pdf,107009
Gast,07:58,2,5,7m-Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,10:00,,,Auszeit,,,7978756.pdf,107009
Gast,11:07,2,6,Tor,6,"Krusch, Len",7978756.pdf,107009
Gast,11:39,2,7,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Gast,12:33,2,8,Tor,9,"Kamradt, Tim",7978756.pdf,107009
Heim,12:35,,,2-Minuten,15,"Dekarz, Bendix",7978756.pdf,107009
Heim,13:12,3,8,Tor,8,"Lange, Niklas Alexander",7978756.pdf,107009
Gast,14:07,3,9,Tor,18,"Büüs, Gerrit",7978756.pdf,107009
Heim,14:40,4,9,Tor,31,"Matthies, Marcel",7978756.pdf,107009
Gast,15:58,4,10,7m-Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,16:22,5,10,Tor,8,"Lange, Niklas Alexander",7978756.pdf,107009
Gast,16:53,5,11,Tor,24,"Hansen, Arne",7978756.pdf,107009
Heim,17:07,6,11,Tor,97,"Ahrens, Jaron",7978756.pdf,107009
Gast,17:41,6,12,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,18:42,7,12,Tor,97,"Ahrens, Jaron",7978756.pdf,107009
Gast,19:46,7,13,Tor,17,"Winkler, Kevin",7978756.pdf,107009
Heim,21:08,8,13,Tor,15,"Dekarz, Bendix",7978756.pdf,107009
Gast,21:26,,,Auszeit,,,7978756.pdf,107009
Heim,24:41,9,13,Tor,18,"Dekarz, Steffen",7978756.pdf,107009
Gast,25:19,9,14,Tor,67,"Zellmann, Niklas",7978756.pdf,107009
Heim,25:45,10,14,Tor,7,"Schenzel, Carl",7978756.pdf,107009
Heim,25:46,,,2-Minuten,7,"Schenzel, Carl",7978756.pdf,107009
Gast,26:12,10,15,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Gast,27:52,10,16,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,28:32,11,16,Tor,5,"Eilrich, Phillip",7978756.pdf,107009
Gast,29:56,11,17,Tor,4,"Alcape Meyer, Afonso",7978756.pdf,107009
Gast,30:30,11,18,Tor,67,"Zellmann, Niklas",7978756.pdf,107009
Heim,31:49,12,18,Tor,39,"Oertzen, Raphael",7978756.pdf,107009
Gast,32:18,12,19,Tor,10,"Strub, Georg",7978756.pdf,107009
Gast,32:37,12,20,Tor,67,"Zellmann, Niklas",7978756.pdf,107009
Heim,33:43,,,2-Minuten,39,"Oertzen, Raphael",7978756.pdf,107009
Gast,33:45,12,21,7m-Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,35:07,13,21,Tor,31,"Matthies, Marcel",7978756.pdf,107009
Gast,35:14,13,22,Tor,9,"Kamradt, Tim",7978756.pdf,107009
Heim,38:28,14,22,Tor,97,"Ahrens, Jaron",7978756.pdf,107009
Heim,39:13,15,22,Tor,8,"Lange, Niklas Alexander",7978756.pdf,107009
Gast,41:18,15,23,Tor,10,"Strub, Georg",7978756.pdf,107009
Heim,42:02,16,23,7m-Tor,7,"Schenzel, Carl",7978756.pdf,107009
Heim,42:57,17,23,Tor,20,"Berndt, Jonas",7978756.pdf,107009
Gast,43:53,17,24,Tor,4,"Alcape Meyer, Afonso",7978756.pdf,107009
Heim,44:19,18,24,Tor,20,"Berndt, Jonas",7978756.pdf,107009
Gast,45:00,18,25,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Gast,46:02,18,25,7m-Fehlwurf,5,"Hansen, Lars",7978756.pdf,107009
Heim,46:39,,,2-Minuten,25,"Schmidt, Sven",7978756.pdf,107009
Heim,46:39,,,2-Minuten,5,"Eilrich, Phillip",7978756.pdf,107009
Gast,46:41,18,26,7m-Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,47:37,19,26,7m-Tor,7,"Schenzel, Carl",7978756.pdf,107009
Gast,48:00,19,27,Tor,2,"Rudnik, Maximilian",7978756.pdf,107009
Gast,50:00,19,28,Tor,2,"Rudnik, Maximilian",7978756.pdf,107009
Gast,50:35,19,29,Tor,47,"Waschke, Marcel",7978756.pdf,107009
Heim,50:55,,,Auszeit,,,7978756.pdf,107009
Heim,51:23,20,29,7m-Tor,7,"Schenzel, Carl",7978756.pdf,107009
Heim,51:56,21,29,Tor,7,"Schenzel, Carl",7978756.pdf,107009
Heim,52:01,,,2-Minuten,15,"Dekarz, Bendix",7978756.pdf,107009
Heim,52:01,,,Disqualifikation,15,"Dekarz, Bendix",7978756.pdf,107009
Heim,52:20,,,2-Minuten,8,"Lange, Niklas Alexander",7978756.pdf,107009
Gast,52:26,21,29,7m-Fehlwurf,47,"Waschke, Marcel",7978756.pdf,107009
Heim,53:34,22,29,Tor,39,"Oertzen, Raphael",7978756.pdf,107009
Gast,53:50,22,30,Tor,17,"Winkler, Kevin",7978756.pdf,107009
Gast,53:54,,,2-Minuten,47,"Waschke, Marcel",7978756.pdf,107009
Heim,54:44,23,30,Tor,20,"Berndt, Jonas",7978756.pdf,107009
Gast,54:48,,,2-Minuten,15,"Schmidt, Tom",7978756.pdf,107009
Gast,54:48,,,Auszeit,,,7978756.pdf,107009
Heim,55:40,24,30,Tor,24,"Köster, Jonathan",7978756.pdf,107009
Gast,57:16,24,31,Tor,91,"Reuter, Sören",7978756.pdf,107009
Gast,58:26,24,32,Tor,15,"Schmidt, Tom",7978756.pdf,107009
Heim,59:22,25,32,Tor,39,"Oertzen, Raphael",7978756.pdf,107009
Gast,59:31,,,Auszeit,,,7978756.pdf,107009
Gast,59:57,25,33,Tor,9,"Kamradt, Tim",7978756.pdf,107009
Gast,00:43,0,1,Tor,8,"Lang, Maxim",7978757.pdf,107010
Gast,01:42,0,2,Tor,8,"Lang, Maxim",7978757.pdf,107010
Heim,05:23,1,2,Tor,42,"Weiß, Leon",7978757.pdf,107010
Heim,05:59,2,2,Tor,42,"Weiß, Leon",7978757.pdf,107010
Gast,06:46,2,3,Tor,13,"Wegner, Marvin",7978757.pdf,107010
Heim,09:12,3,3,Tor,44,"Kruse, Jan-Luca",7978757.pdf,107010
Gast,09:39,3,4,Tor,2,"Cordes, Hinnerk Peter",7978757.pdf,107010
Heim,09:49,4,4,Tor,44,"Kruse, Jan-Luca",7978757.pdf,107010
Heim,11:56,5,4,Tor,10,"Schnackenberg, Jurek",7978757.pdf,107010
Heim,13:07,6,4,Tor,42,"Weiß, Leon",7978757.pdf,107010
Heim,13:29,7,4,Tor,7,"Weiß, Luca-Elias",7978757.pdf,107010
Gast,13:44,,,2-Minuten,97,"Schenk, Jannis",7978757.pdf,107010
Gast,15:00,,,Auszeit,,,7978757.pdf,107010
Heim,15:40,8,4,Tor,10,"Schnackenberg, Jurek",7978757.pdf,107010
Gast,16:11,8,5,Tor,80,"Dankert, Jannes",7978757.pdf,107010
Gast,17:14,8,6,Tor,2,"Cordes, Hinnerk Peter",7978757.pdf,107010
Heim,18:47,,,2-Minuten,10,"Schnackenberg, Jurek",7978757.pdf,107010
Gast,19:02,8,7,Tor,8,"Lang, Maxim",7978757.pdf,107010
Heim,19:09,,,Auszeit,,,7978757.pdf,107010
Heim,19:48,9,7,7m-Tor,7,"Weiß, Luca-Elias",7978757.pdf,107010
Gast,22:26,9,8,Tor,80,"Dankert, Jannes",7978757.pdf,107010
Gast,23:50,9,9,Tor,11,"Büschen, Louis",7978757.pdf,107010
Heim,23:57,10,9,Tor,42,"Weiß, Leon",7978757.pdf,107010
Heim,25:01,11,9,Tor,17,"Dombrowski, Paul",7978757.pdf,107010
Gast,26:22,11,10,7m-Tor,2,"Cordes, Hinnerk Peter",7978757.pdf,107010
Heim,27:25,12,10,Tor,14,"Strauss, Lucas",7978757.pdf,107010
Gast,27:57,12,11,Tor,8,"Lang, Maxim",7978757.pdf,107010
Gast,28:06,,,2-Minuten,96,"Schmidt, Nick",7978757.pdf,107010
Heim,28:22,13,11,Tor,7,"Weiß, Luca-Elias",7978757.pdf,107010
Heim,28:53,14,11,Tor,7,"Weiß, Luca-Elias",7978757.pdf,107010
Gast,29:24,14,12,Tor,31,"Rolfs, Hendrik",7978757.pdf,107010
Heim,29:59,15,12,Tor,14,"Strauss, Lucas",7978757.pdf,107010
Heim,30:05,16,12,Tor,4,"Squillante, Luca",7978757.pdf,107010
Gast,33:32,17,13,Tor,97,"Schenk, Jannis",7978757.pdf,107010
Gast,35:18,,,Auszeit,,,7978757.pdf,107010
Heim,36:27,19,13,Tor,19,"Rudloff, Kjell",7978757.pdf,107010
Gast,37:01,19,14,7m-Tor,2,"Cordes, Hinnerk Peter",7978757.pdf,107010
Heim,37:01,,,2-Minuten,8,"Schachtschneider, Nick",7978757.pdf,107010
Heim,38:12,20,14,Tor,4,"Squillante, Luca",7978757.pdf,107010
Gast,38:39,20,15,Tor,55,"Könemann, Jost",7978757.pdf,107010
Gast,40:30,20,16,7m-Tor,2,"Cordes, Hinnerk Peter",7978757.pdf,107010
Gast,41:24,20,17,Tor,55,"Könemann, Jost",7978757.pdf,107010
Heim,44:43,,,2-Minuten,17,"Dombrowski, Paul",7978757.pdf,107010
Gast,45:57,20,18,Tor,90,"Lührs, Philip",7978757.pdf,107010
Heim,46:47,21,18,Tor,14,"Strauss, Lucas",7978757.pdf,107010
Heim,47:54,22,18,Tor,20,"Hillnhagen, Simon",7978757.pdf,107010
Gast,49:21,,,Auszeit,,,7978757.pdf,107010
Gast,49:43,22,19,Tor,97,"Schenk, Jannis",7978757.pdf,107010
Heim,50:35,23,19,Tor,17,"Dombrowski, Paul",7978757.pdf,107010
Heim,53:03,24,19,Tor,17,"Dombrowski, Paul",7978757.pdf,107010
Heim,55:24,,,Auszeit,,,7978757.pdf,107010
Heim,56:02,25,19,7m-Tor,7,"Weiß, Luca-Elias",7978757.pdf,107010
Gast,59:17,25,20,Tor,2,"Cordes, Hinnerk Peter",7978757.pdf,107010
Gast,60:00,25,21,Tor,80,"Dankert, Jannes",7978757.pdf,107010
Heim,03:24,1,0,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Gast,03:33,1,1,Tor,7,"Schenzel, Carl",7978758.pdf,107005
Heim,05:38,2,1,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Heim,08:26,2,1,7m-Fehlwurf,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Gast,09:00,2,2,Tor,8,"Lange, Niklas Alexander",7978758.pdf,107005
Heim,11:02,3,2,Tor,97,"Schenk, Jannis",7978758.pdf,107005
Heim,11:43,,,2-Minuten,80,"Dankert, Jannes",7978758.pdf,107005
Gast,11:44,3,3,7m-Tor,7,"Schenzel, Carl",7978758.pdf,107005
Heim,13:08,4,3,Tor,87,"Schiller, Marvin",7978758.pdf,107005
Gast,13:30,4,4,Tor,7,"Schenzel, Carl",7978758.pdf,107005
Gast,15:18,4,5,Tor,20,"Berndt, Jonas",7978758.pdf,107005
Heim,15:34,,,Auszeit,,,7978758.pdf,107005
Gast,17:05,4,6,Tor,15,"Dekarz, Bendix",7978758.pdf,107005
Heim,17:47,5,6,Tor,80,"Dankert, Jannes",7978758.pdf,107005
Gast,18:48,5,7,Tor,23,"Berg, Steven",7978758.pdf,107005
Heim,19:21,6,7,Tor,87,"Schiller, Marvin",7978758.pdf,107005
Gast,19:27,,,2-Minuten,17,"Matthies, Alexander",7978758.pdf,107005
Heim,20:35,7,7,7m-Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Gast,20:35,,,2-Minuten,8,"Lange, Niklas Alexander",7978758.pdf,107005
Heim,22:33,8,7,Tor,87,"Schiller, Marvin",7978758.pdf,107005
Gast,22:43,,,Auszeit,,,7978758.pdf,107005
Gast,23:37,8,8,Tor,8,"Lange, Niklas Alexander",7978758.pdf,107005
Heim,23:39,,,2-Minuten,14,"Schultze, Marten",7978758.pdf,107005
Gast,24:13,8,9,Tor,24,"Köster, Jonathan",7978758.pdf,107005
Heim,24:47,9,9,Tor,80,"Dankert, Jannes",7978758.pdf,107005
Gast,25:13,9,10,Tor,7,"Schenzel, Carl",7978758.pdf,107005
Gast,27:01,9,11,7m-Tor,7,"Schenzel, Carl",7978758.pdf,107005
Heim,27:01,,,2-Minuten,27,"Klasing, Luca",7978758.pdf,107005
Gast,28:31,9,12,Tor,20,"Berndt, Jonas",7978758.pdf,107005
Heim,29:13,10,12,Tor,80,"Dankert, Jannes",7978758.pdf,107005
Gast,30:39,10,13,Tor,8,"Lange, Niklas Alexander",7978758.pdf,107005
Gast,31:04,,,2-Minuten,8,"Lange, Niklas Alexander",7978758.pdf,107005
Heim,31:07,11,13,7m-Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Gast,31:51,11,14,Tor,15,"Dekarz, Bendix",7978758.pdf,107005
Heim,35:57,12,14,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Heim,39:19,13,14,Tor,80,"Dankert, Jannes",7978758.pdf,107005
Heim,40:58,14,14,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Gast,41:36,,,Auszeit,,,7978758.pdf,107005
Heim,42:55,15,14,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Heim,44:19,16,14,Tor,80,"Dankert, Jannes",7978758.pdf,107005
Gast,44:54,16,15,Tor,7,"Schenzel, Carl",7978758.pdf,107005
Heim,48:27,,,Auszeit,,,7978758.pdf,107005
Heim,49:20,17,15,Tor,96,"Schmidt, Nick",7978758.pdf,107005
Gast,50:08,17,16,7m-Tor,7,"Schenzel, Carl",7978758.pdf,107005
Heim,50:08,,,2-Minuten,8,"Lang, Maxim",7978758.pdf,107005
Gast,51:23,17,17,Tor,20,"Berndt, Jonas",7978758.pdf,107005
Gast,52:35,17,18,7m-Tor,7,"Schenzel, Carl",7978758.pdf,107005
Heim,53:16,18,18,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Gast,53:36,18,19,Tor,17,"Matthies, Alexander",7978758.pdf,107005
Gast,56:54,,,Auszeit,,,7978758.pdf,107005
Heim,59:26,19,19,Tor,2,"Cordes, Hinnerk Peter",7978758.pdf,107005
Heim,59:29,,,Auszeit,,,7978758.pdf,107005
Gast,59:57,19,20,Tor,8,"Lange, Niklas Alexander",7978758.pdf,107005
Heim,00:39,1,0,Tor,25,"Pick, Julian",7978759.pdf,107024
Gast,01:58,1,1,Tor,9,"Lange, Jonas",7978759.pdf,107024
Gast,04:02,1,2,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,07:21,,,2-Minuten,8,"Noll, Sven",7978759.pdf,107024
Gast,07:48,1,3,Tor,40,"Witzke, Christopher",7978759.pdf,107024
Heim,08:25,2,3,Tor,9,"Siepert, Florian",7978759.pdf,107024
Gast,08:46,2,4,Tor,18,"Schmidt, Marcel",7978759.pdf,107024
Heim,09:26,,,Auszeit,,,7978759.pdf,107024
Gast,11:12,2,5,Tor,77,"Kristandt, André",7978759.pdf,107024
Gast,13:25,2,6,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,15:20,3,6,Tor,82,"Dieckmann, Lars",7978759.pdf,107024
Gast,16:03,3,7,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,17:18,4,7,Tor,25,"Pick, Julian",7978759.pdf,107024
Heim,18:22,5,7,Tor,8,"Noll, Sven",7978759.pdf,107024
Gast,19:11,,,Auszeit,,,7978759.pdf,107024
Gast,21:06,5,8,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,21:10,,,2-Minuten,10,"Hallmann, Marvin",7978759.pdf,107024
Gast,22:12,5,9,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,23:20,6,9,Tor,7,"Schulz, Cedric",7978759.pdf,107024
Gast,23:48,6,10,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,24:19,7,10,Tor,9,"Siepert, Florian",7978759.pdf,107024
Heim,25:20,8,10,Tor,2,"Langemeyer, Florian",7978759.pdf,107024
Heim,26:21,9,10,Tor,9,"Siepert, Florian",7978759.pdf,107024
Heim,27:41,10,10,Tor,7,"Schulz, Cedric",7978759.pdf,107024
Heim,28:58,11,10,Tor,7,"Schulz, Cedric",7978759.pdf,107024
Gast,29:00,,,2-Minuten,9,"Lange, Jonas",7978759.pdf,107024
Heim,30:45,12,10,Tor,25,"Pick, Julian",7978759.pdf,107024
Heim,32:17,13,10,7m-Tor,7,"Schulz, Cedric",7978759.pdf,107024
Gast,32:45,13,11,Tor,9,"Lange, Jonas",7978759.pdf,107024
Heim,32:56,14,11,Tor,8,"Noll, Sven",7978759.pdf,107024
Gast,33:49,14,12,Tor,14,"Lange, Erik",7978759.pdf,107024
Heim,34:01,15,12,Tor,33,"Tepp, Adrian",7978759.pdf,107024
Heim,35:15,16,12,Tor,8,"Noll, Sven",7978759.pdf,107024
Heim,36:06,17,12,Tor,2,"Langemeyer, Florian",7978759.pdf,107024
Gast,36:12,,,Auszeit,,,7978759.pdf,107024
Heim,38:09,18,12,Tor,33,"Tepp, Adrian",7978759.pdf,107024
Heim,39:37,19,12,Tor,2,"Langemeyer, Florian",7978759.pdf,107024
Heim,40:30,20,12,Tor,10,"Hallmann, Marvin",7978759.pdf,107024
Gast,41:28,20,13,7m-Tor,2,"Luettmann, Kilian",7978759.pdf,107024
Heim,42:30,21,13,7m-Tor,7,"Schulz, Cedric",7978759.pdf,107024
Heim,43:09,22,13,Tor,25,"Pick, Julian",7978759.pdf,107024
Heim,44:55,23,13,Tor,10,"Hallmann, Marvin",7978759.pdf,107024
Heim,46:25,,,Auszeit,,,7978759.pdf,107024
Gast,46:52,23,14,Tor,14,"Lange, Erik",7978759.pdf,107024
Gast,47:36,23,15,Tor,77,"Kristandt, André",7978759.pdf,107024
Heim,49:13,24,15,Tor,4,"Kulisch, Björn Ole",7978759.pdf,107024
Gast,50:37,24,15,7m-Fehlwurf,2,"Luettmann, Kilian",7978759.pdf,107024
Heim,50:37,,,2-Minuten,3,"Bahn, Kjell",7978759.pdf,107024
Gast,52:12,24,16,Tor,30,"Lamken, Felix",7978759.pdf,107024
Heim,52:54,25,16,Tor,4,"Kulisch, Björn Ole",7978759.pdf,107024
Gast,53:37,25,17,7m-Tor,2,"Luettmann, Kilian",7978759.pdf,107024
Gast,54:30,25,18,Tor,14,"Lange, Erik",7978759.pdf,107024
Gast,55:50,25,19,Tor,2,"Luettmann, Kilian",7978759.pdf,107024
Heim,56:09,26,19,Tor,3,"Bahn, Kjell",7978759.pdf,107024
Heim,56:23,27,19,Tor,3,"Bahn, Kjell",7978759.pdf,107024
Gast,56:42,27,20,Tor,9,"Lange, Jonas",7978759.pdf,107024
Heim,57:18,28,20,Tor,9,"Siepert, Florian",7978759.pdf,107024
Heim,58:07,28,20,7m-Fehlwurf,7,"Schulz, Cedric",7978759.pdf,107024
Gast,58:16,28,21,Tor,9,"Lange, Jonas",7978759.pdf,107024
Heim,58:40,29,21,Tor,3,"Bahn, Kjell",7978759.pdf,107024
Heim,03:01,1,0,Tor,97,"Schenk, Jannis",7978766.pdf,107029
Heim,03:45,2,0,Tor,8,"Lang, Maxim",7978766.pdf,107029
Heim,04:02,,,2-Minuten,18,"Hillebrand, Jannes",7978766.pdf,107029
Heim,05:15,3,0,Tor,33,"Sültmann, Malte",7978766.pdf,107029
Gast,08:35,3,1,Tor,7,"Specht, Johannes",7978766.pdf,107029
Gast,10:19,3,2,Tor,7,"Specht, Johannes",7978766.pdf,107029
Gast,11:30,3,3,Tor,9,"Stuhlmann, Felix",7978766.pdf,107029
Heim,12:16,4,3,7m-Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,13:12,4,4,7m-Tor,23,"Specht, Lukas",7978766.pdf,107029
Heim,13:41,5,4,Tor,33,"Sültmann, Malte",7978766.pdf,107029
Heim,15:03,6,4,Tor,97,"Schenk, Jannis",7978766.pdf,107029
Gast,15:23,6,5,Tor,7,"Specht, Johannes",7978766.pdf,107029
Gast,16:27,6,6,Tor,13,"Drewes, Steffen",7978766.pdf,107029
Heim,17:17,7,6,Tor,18,"Hillebrand, Jannes",7978766.pdf,107029
Gast,18:06,7,7,Tor,9,"Stuhlmann, Felix",7978766.pdf,107029
Gast,20:30,7,8,Tor,17,"Lauer, Fynn",7978766.pdf,107029
Gast,21:46,7,9,7m-Tor,23,"Specht, Lukas",7978766.pdf,107029
Heim,21:46,,,2-Minuten,80,"Dankert, Jannes",7978766.pdf,107029
Heim,22:17,8,9,Tor,33,"Sültmann, Malte",7978766.pdf,107029
Gast,25:03,8,10,Tor,17,"Lauer, Fynn",7978766.pdf,107029
Heim,25:11,,,Auszeit,,,7978766.pdf,107029
Heim,25:30,9,10,Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,25:40,9,11,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,26:19,10,11,Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Heim,26:34,11,11,Tor,80,"Dankert, Jannes",7978766.pdf,107029
Gast,27:01,11,12,Tor,17,"Lauer, Fynn",7978766.pdf,107029
Heim,27:51,12,12,7m-Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,27:51,,,2-Minuten,13,"Drewes, Steffen",7978766.pdf,107029
Gast,28:00,,,Auszeit,,,7978766.pdf,107029
Gast,28:26,12,13,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,29:07,13,13,Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,29:59,13,14,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,30:44,14,14,Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Heim,32:08,15,14,Tor,97,"Schenk, Jannis",7978766.pdf,107029
Heim,33:37,16,14,7m-Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,34:44,16,15,Tor,21,"Kwiotek, Kevin",7978766.pdf,107029
Heim,34:59,17,15,Tor,18,"Hillebrand, Jannes",7978766.pdf,107029
Gast,35:51,17,16,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,36:30,18,16,Tor,18,"Hillebrand, Jannes",7978766.pdf,107029
Heim,37:47,19,16,Tor,31,"Rolfs, Hendrik",7978766.pdf,107029
Gast,38:11,19,17,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,39:59,20,17,Tor,31,"Rolfs, Hendrik",7978766.pdf,107029
Gast,40:16,20,18,Tor,5,"Eberhardt, Janis",7978766.pdf,107029
Heim,42:52,21,18,Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Heim,44:47,22,18,Tor,18,"Hillebrand, Jannes",7978766.pdf,107029
Heim,46:56,,,2-Minuten,18,"Hillebrand, Jannes",7978766.pdf,107029
Gast,48:26,22,19,Tor,7,"Specht, Johannes",7978766.pdf,107029
Gast,49:40,22,20,Tor,5,"Eberhardt, Janis",7978766.pdf,107029
Gast,50:14,22,21,Tor,17,"Lauer, Fynn",7978766.pdf,107029
Gast,50:17,,,Auszeit,,,7978766.pdf,107029
Gast,52:27,22,22,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,52:56,23,22,Tor,31,"Rolfs, Hendrik",7978766.pdf,107029
Gast,54:15,23,23,Tor,7,"Specht, Johannes",7978766.pdf,107029
Heim,54:56,24,23,Tor,31,"Rolfs, Hendrik",7978766.pdf,107029
Heim,56:06,,,2-Minuten,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,57:06,24,24,Tor,17,"Lauer, Fynn",7978766.pdf,107029
Gast,57:46,,,Auszeit,,,7978766.pdf,107029
Heim,58:32,25,24,Tor,53,"Cordes, Hinnerk Peter",7978766.pdf,107029
Gast,58:53,25,24,7m-Fehlwurf,23,"Specht, Lukas",7978766.pdf,107029
Heim,59:24,26,24,Tor,33,"Sültmann, Malte",7978766.pdf,107029
Gast,00:53,0,1,Tor,25,"Fuchs, Marcel",7978771.pdf,107026
Heim,01:59,1,1,Tor,23,"Tebel, Steen",7978771.pdf,107026
Gast,03:19,1,2,7m-Tor,5,"Holm, Moritz-Maximilian",7978771.pdf,107026
Heim,03:43,2,2,Tor,8,"Mertins, Phil",7978771.pdf,107026
Gast,04:45,2,3,Tor,25,"Fuchs, Marcel",7978771.pdf,107026
Heim,04:55,3,3,Tor,84,"Ludwig, Paul Mattes",7978771.pdf,107026
Gast,06:49,3,4,Tor,5,"Holm, Moritz-Maximilian",7978771.pdf,107026
Heim,08:18,4,4,Tor,84,"Ludwig, Paul Mattes",7978771.pdf,107026
Heim,08:54,5,4,Tor,7,"Jäger, Vasco",7978771.pdf,107026
Heim,09:29,,,2-Minuten,14,"Fürch, Maximilian",7978771.pdf,107026
Gast,09:42,5,5,Tor,5,"Holm, Moritz-Maximilian",7978771.pdf,107026
Heim,10:11,6,5,Tor,84,"Ludwig, Paul Mattes",7978771.pdf,107026
Gast,10:11,,,2-Minuten,60,"Solaker, Noah",7978771.pdf,107026
Heim,10:53,7,5,Tor,5,"Ludwig, Finn-Lennart",7978771.pdf,107026
Gast,11:24,7,6,Tor,25,"Fuchs, Marcel",7978771.pdf,107026
Heim,12:35,8,6,Tor,8,"Mertins, Phil",7978771.pdf,107026
Heim,13:05,9,6,Tor,8,"Mertins, Phil",7978771.pdf,107026
Gast,15:28,9,7,Tor,5,"Holm, Moritz-Maximilian",7978771.pdf,107026
Heim,15:41,10,7,Tor,7,"Jäger, Vasco",7978771.pdf,107026
Heim,16:10,,,2-Minuten,5,"Ludwig, Finn-Lennart",7978771.pdf,107026
Gast,16:24,10,8,Tor,5,"Holm, Moritz-Maximilian",7978771.pdf,107026
Heim,18:22,,,Auszeit,,,7978771.pdf,107026
Heim,18:35,11,8,Tor,84,"Ludwig, Paul Mattes",7978771.pdf,107026
Heim,19:42,12,8,Tor,7,"Jäger, Vasco",7978771.pdf,107026
Gast,20:16,12,9,Tor,5,"Holm, Moritz-Maximilian",7978771.pdf,107026
Heim,20:56,13,9,Tor,23,"Tebel, Steen",7978771.pdf,107026
Gast,22:42,13,10,Tor,60,"Solaker, Noah",7978771.pdf,107026
Gast,23:26,13,11,Tor,60,"Solaker, Noah",7978771.pdf,107026
Heim,23:35,14,11,Tor,8,"Mertins, Phil",7978771.pdf,107026
Heim,24:29,15,11,Tor,18,"Lechner, Jona Bennet",7978771.pdf,107026
Gast,25:16,15,12,Tor,3,"Keßler, Jan Niclas",7978771.pdf,107026
Heim,25:48,16,12,Tor,23,"Tebel, Steen",7978771.pdf,107026
Gast,26:32,16,13,Tor,60,"Solaker, Noah",7978771.pdf,107026
Heim,27:40,17,13,7m-Tor,84,"Ludwig, Paul Mattes",7978771.pdf,107026
Heim,28:24,,,2-Minuten,8,"Mertins, Phil",7978771.pdf,107026
Gast,28:26,17,14,7m-Tor,15,"Ott, Andreas",7978771.pdf,107026
Gast,29:21,17,15,Tor,25,"Fuchs, Marcel",7978771.pdf,107026
Heim,30:00,17,15,7m-Fehlwurf,77,"Boithling, Aaron",7978771.pdf,107026
Heim,30:56,,,2-Minuten,5,"Ludwig, Finn-Lennart",7978771.pdf,107026
Gast,30:59,17,15,7m-Fehlwurf,15,"Ott, Andreas",7978771.pdf,107026
Heim,31:35,,,2-Minuten,84,"Ludwig, Paul Mattes",7978771.pdf,107026
